"dtdate","Distraction","Essentials","Sanity","Wellness","PersDev","ProfDev"
2023-02-10,0.632222222222222,6.28527777777778,1.55,0.783611111111111,NA,NA
2023-02-13,0.661666666666667,5.28527777777778,0.556666666666667,NA,2.3925,NA
2023-02-14,1.04361111111111,6.80138888888889,0.625,0.663611111111111,0.735,NA
2023-02-15,0.661111111111111,3.71805555555556,1.23472222222222,NA,2.87083333333333,NA
2023-02-16,1.93777777777778,5.55166666666667,0.5,1.91277777777778,0.775277777777778,NA
2023-02-17,1.35722222222222,3.29527777777778,1.26138888888889,0.423333333333333,1.74583333333333,NA
